descricao,Categoria,contagem
MP|Papel Impregnado|2750x1850|Nua|75gr/m2| - MP|Papel Impregnado|2750x1850|Trace T91-71029-037C|75gr/m2| - Nome/Código Fornecedor: Trace T91-71029-037C - Metalico Claro,Papelaria,1
MP|Papel Impregnado|2750x1850|Ouro|65gr/m2|,Embalagem,1
MP|Papel Impregnado|2750x1850|Ouro|65gr/m2|,Papelaria,1
MP|Papel Impregnado|2750x1850|Papyrus|70gr/m2|IInpeção,Embalagem,1
MP|Papel Impregnado|2750x1850|Papyrus|70gr/m2|IInpeção,Papelaria,1
MP|Papel Impregnado|2750x1850|Pecan Africa|70gr/m2|,Embalagem,1
MP|Papel Impregnado|2750x1850|Pecan Africa|70gr/m2|,Papelaria,1
MP|Papel Impregnado|2750x1850|Pecan Africa|70gr/m2|Inspeção,Embalagem,1
MP|Papel Impregnado|2750x1850|Pecan Africa|70gr/m2|Inspeção,Papelaria,1
MP|Papel Impregnado|2750x1850|Pixel|65gr/m2|,Embalagem,1
MP|Papel Impregnado|2750x1850|Pixel|65gr/m2|,Papelaria,1
MP|Papel Impregnado|2750x1850|Platina|80gr/m2| - MP|Papel Impregnado|2750x1850|Unimetal 0851-2359|80gr/m2| - Nome/Código Fornecedor: UNIMETAL 0851-2359 - Metalico Prateado,Embalagem,1
MP|Papel Impregnado|2750x1850|Platina|80gr/m2| - MP|Papel Impregnado|2750x1850|Unimetal 0851-2359|80gr/m2| - Nome/Código Fornecedor: UNIMETAL 0851-2359 - Metalico Prateado,Papelaria,1
MP|Papel Impregnado|2750x1850|Preto|70gr/m2|Inspeção|,Embalagem,1
MP|Papel Impregnado|2750x1850|Preto|70gr/m2|Inspeção|,Papelaria,1
MP|Papel Impregnado|2750x1850|Saw Cut|65gr/m2|IInpeção,Embalagem,1
MP|Papel Impregnado|2750x1850|Saw Cut|65gr/m2|IInpeção,Papelaria,1
MP|Papel Impregnado|2750x1850|Sevilha|70gr/m2|Inspeção|,Embalagem,1
MP|Papel Impregnado|2750x1850|Sevilha|70gr/m2|Inspeção|,Papelaria,1
MP|Papel Impregnado|2750x1850|São Paulo|80gr/m2| .,Embalagem,1
MP|Papel Impregnado|2750x1850|São Paulo|80gr/m2| .,Papelaria,1
MP|Papel Impregnado|2750x1850|Tauari Ripado|65gr/m2| - MP|Papel Impregnado|2750x1850|Tauari A22D800141000|65gr/m2| - Nome/Código Fornecedor: Tauari Slot A22D8001410|00 - Ripado Tauari,Embalagem,1
MP|Papel Impregnado|2750x1850|Tauari Ripado|65gr/m2| - MP|Papel Impregnado|2750x1850|Tauari A22D800141000|65gr/m2| - Nome/Código Fornecedor: Tauari Slot A22D8001410|00 - Ripado Tauari,Papelaria,1
MP|Papel Impregnado|2750x1850|Tauari|65gr/m2|,Embalagem,1
MP|Papel Impregnado|2750x1850|Tauari|65gr/m2|,Papelaria,1
MP|Papel Impregnado|2750x1850|Tear|65gr/m2| - MP|Papel Impregnado|2750x1850|Textile A22D8001395-00|65gr/m2| - Nome/Código Fornecedor: Textile A22D8001395|00 - Tear,Embalagem,1
MP|Papel Impregnado|2750x1850|Tear|65gr/m2| - MP|Papel Impregnado|2750x1850|Textile A22D8001395-00|65gr/m2| - Nome/Código Fornecedor: Textile A22D8001395|00 - Tear,Papelaria,1
MP|Papel Impregnado|2750x1850|Tecno|65gr/m2| - MP|Papel Impregnado|2750x1850|Chino A22-1118184-00|65gr/m2| - Nome/Código Fornecedor: Chino A22|1118184|00 - Metalico Chino,Embalagem,1
MP|Papel Impregnado|2750x1850|Tecno|65gr/m2| - MP|Papel Impregnado|2750x1850|Chino A22-1118184-00|65gr/m2| - Nome/Código Fornecedor: Chino A22|1118184|00 - Metalico Chino,Papelaria,1
MP|Papel Impregnado|2750x1850|Terracota|65gr/m2|,Embalagem,1
MP|Papel Impregnado|2750x1850|Terracota|65gr/m2|,Papelaria,1
MP|Papel Impregnado|2750x1850|Terrino|80gr/m2| - MP|Papel Impregnado|2750x1850|793 Grey|80gr/m2| - Nome/Código Fornecedor: 793 Grey - Gianduia,Embalagem,1
MP|Papel Impregnado|2750x1850|Terrino|80gr/m2| - MP|Papel Impregnado|2750x1850|793 Grey|80gr/m2| - Nome/Código Fornecedor: 793 Grey - Gianduia,Papelaria,1
MP|Papel Impregnado|2750x1850|Tricotê|70gr/m2|,Embalagem,1
MP|Papel Impregnado|2750x1850|Tricotê|70gr/m2|,Papelaria,1
MP|Papel Impregnado|2750x1850|Turim|70gr/m2|Inspeção|,Embalagem,1
MP|Papel Impregnado|2750x1850|Turim|70gr/m2|Inspeção|,Papelaria,1
MP|Papel Impregnado|2750x1850|Vesuvio|65gr/m2|,Embalagem,1
MP|Papel Impregnado|2750x1850|Vesuvio|65gr/m2|,Papelaria,1
MP|Papel Impregnado|2755x1630|Grafite|70gr/m2|,Embalagem,1
MP|Papel Impregnado|2755x1630|Grafite|70gr/m2|,Papelaria,1
MP|Papel Impregnado|2755x1630|Neblina|200gr/m2|,Embalagem,1
MP|Papel Impregnado|2755x1630|Neblina|200gr/m2|,Papelaria,1
MP|Papel Impregnado|2755x1630|Noite|200gr/m2|,Embalagem,1
MP|Papel Impregnado|2755x1630|Noite|200gr/m2|,Papelaria,1
MP|Papel Impregnado|2755x1630|Origami|305gr/m2|,Embalagem,1
MP|Papel Impregnado|2755x1630|Origami|305gr/m2|,Papelaria,1
MP|Papel Impregnado|2755x1630|Preto|80gr/m2|,Embalagem,1
MP|Papel Impregnado|2755x1630|Preto|80gr/m2|,Papelaria,1
MP|Papel Impregnado|2755x1630|Underlay|65gr/m2|,Embalagem,1
MP|Papel Impregnado|2755x1630|Underlay|65gr/m2|,Papelaria,1
MP|Papel Impregnado|2755x1855|Alecrim|70gr/m2|,Embalagem,1
MP|Papel Impregnado|2755x1855|Alecrim|70gr/m2|,Papelaria,1
MP|Papel Impregnado|2755x1855|Amana|68gr/m2|,Embalagem,1
MP|Papel Impregnado|2755x1855|Amana|68gr/m2|,Papelaria,1
MP|Papel Impregnado|2755x1855|Araucaria|68gr/m2|,Embalagem,1
MP|Papel Impregnado|2755x1855|Araucaria|68gr/m2|,Papelaria,1
MP|Papel Impregnado|2755x1855|Capuccino|70gr/m2|,Embalagem,1
MP|Papel Impregnado|2755x1855|Capuccino|70gr/m2|,Papelaria,1
MP|Papel Impregnado|2755x1855|Cinza Urban|70gr/m2|,Embalagem,1
MP|Papel Impregnado|2755x1855|Cinza Urban|70gr/m2|,Papelaria,1
MP|Papel Impregnado|2755x1855|Cosmos|65gr/m2|,Embalagem,1
MP|Papel Impregnado|2755x1855|Cosmos|65gr/m2|,Papelaria,1
MP|Papel Impregnado|2755x1855|Grafite|70gr/m2|,Embalagem,1
MP|Papel Impregnado|2755x1855|Grafite|70gr/m2|,Papelaria,1
MP|Papel Impregnado|2755x1855|Niquel|70gr/m2|,Embalagem,1
MP|Papel Impregnado|2755x1855|Niquel|70gr/m2|,Papelaria,1
MP|Papel Impregnado|2755x1855|Quartzo|70gr/m2|,Embalagem,1
MP|Papel Impregnado|2755x1855|Quartzo|70gr/m2|,Papelaria,1
MP|Papel Impregnado|2755x1855|Rosa Milkshake|77gr/m2|,Embalagem,1
MP|Papel Impregnado|2755x1855|Rosa Milkshake|77gr/m2|,Papelaria,1
MP|Papel Impregnado|2755x1855|Tecido|68gr/m2|,Embalagem,1
MP|Papel Impregnado|2755x1855|Tecido|68gr/m2|,Papelaria,1
MP|Papel Impregnado|2755x1855|Tijolo|70gr/m2|,Embalagem,1
MP|Papel Impregnado|2755x1855|Tijolo|70gr/m2|,Papelaria,1
MP|Papel Impregnado|2755x1860|Marula|70gr/m2| - MP|Papel Impregnado|2755x1860|Fond 14-90002-133|70gr/m2| - Nome/Código Fornecedor: Fond 14-90002-133 - Fendi Matt,Embalagem,1
MP|Papel Impregnado|2755x1860|Marula|70gr/m2| - MP|Papel Impregnado|2755x1860|Fond 14-90002-133|70gr/m2| - Nome/Código Fornecedor: Fond 14-90002-133 - Fendi Matt,Papelaria,1
MP|Papel Impregnado|2760x1860|Branco Nanox|75-80gr/m2|,Embalagem,1
MP|Papel Impregnado|2760x1860|Branco Nanox|75-80gr/m2|,Papelaria,1
MP|Papel Impregnado|2760x1860|Branco Plus|75-80gr/m2|,Embalagem,1
MP|Papel Impregnado|2760x1860|Branco Plus|75-80gr/m2|,Papelaria,1
MP|Papel Impregnado|2760x1860|Carvalho Natural|65gr/m2|,Embalagem,1
MP|Papel Impregnado|2760x1860|Carvalho Natural|65gr/m2|,Papelaria,1
MP|Papel Impregnado|2760x1860|Cinza Argila|70gr/m2|,Embalagem,1
MP|Papel Impregnado|2760x1860|Cinza Argila|70gr/m2|,Papelaria,1
MP|Papel Impregnado|2760x1860|Cinza Caucareo|70gr/m2|,Embalagem,1
MP|Papel Impregnado|2760x1860|Cinza Caucareo|70gr/m2|,Papelaria,1
MP|Papel Impregnado|2760x1860|Fendi|70gr/m2|,Embalagem,1
MP|Papel Impregnado|2760x1860|Fendi|70gr/m2|,Papelaria,1
MP|Papel Impregnado|2760x1860|Fontana|70gr/m2|,Embalagem,1
MP|Papel Impregnado|2760x1860|Fontana|70gr/m2|,Papelaria,1
MP|Papel Impregnado|2760x1860|Fulgê|75gr/m2| MP|Papel Impregnado|2760x1860|Fulgê|80gr/m2|,Embalagem,1
MP|Papel Impregnado|2760x1860|Fulgê|75gr/m2| MP|Papel Impregnado|2760x1860|Fulgê|80gr/m2|,Papelaria,1
MP|Papel Impregnado|2760x1860|Iceland|80gr/m2|,Embalagem,1
MP|Papel Impregnado|2760x1860|Iceland|80gr/m2|,Papelaria,1
MP|Papel Impregnado|2760x1860|Imbuia|65gr/m2|,Embalagem,1
MP|Papel Impregnado|2760x1860|Imbuia|65gr/m2|,Papelaria,1
MP|Papel Impregnado|2760x1860|Marmo|65gr/m2|,Embalagem,1
MP|Papel Impregnado|2760x1860|Marmo|65gr/m2|,Papelaria,1
MP|Papel Impregnado|2760x1860|Milano|77gr/m2|,Embalagem,1
MP|Papel Impregnado|2760x1860|Milano|77gr/m2|,Papelaria,1
MP|Papel Impregnado|2760x1860|Nero|80gr/m2|,Embalagem,1
MP|Papel Impregnado|2760x1860|Nero|80gr/m2|,Papelaria,1
MP|Papel Impregnado|2760x1860|Pau Ferro|68gr/m2|,Embalagem,1
MP|Papel Impregnado|2760x1860|Pau Ferro|68gr/m2|,Papelaria,1
MP|Papel Impregnado|2760x1860|Preto|80gr/m2|,Embalagem,1
MP|Papel Impregnado|2760x1860|Preto|80gr/m2|,Papelaria,1
MP|Papel Impregnado|2760x1860|Tela|75gr/m2| MP|Papel Impregnado|2760x1860|Tela|80gr/m2|,Embalagem,1
MP|Papel Impregnado|2760x1860|Tela|75gr/m2| MP|Papel Impregnado|2760x1860|Tela|80gr/m2|,Papelaria,1
MP|Papel Impregnado|2765x1865|Caribe|70gr/m2|,Embalagem,1
MP|Papel Impregnado|2765x1865|Caribe|70gr/m2|,Papelaria,1
MP|Papel Impregnado|2765x1865|Freijo|72gr/m2| MP|Papel Impregnado|2765x1865|Freijó|72gr/m2|,Embalagem,1
MP|Papel Impregnado|2765x1865|Freijo|72gr/m2| MP|Papel Impregnado|2765x1865|Freijó|72gr/m2|,Papelaria,1
MP|Papel Impregnado|2765x1865|Petra Amostra|80gr/m2| .,Embalagem,1
MP|Papel Impregnado|2765x1865|Petra Amostra|80gr/m2| .,Papelaria,1
MP|Papel Impregnado|2765x1865|Petra|80gr/m2|,Embalagem,1
MP|Papel Impregnado|2765x1865|Petra|80gr/m2|,Papelaria,1
MP|Papel Impregnado|2765x1865|Savana|70gr/m2|,Embalagem,1
MP|Papel Impregnado|2765x1865|Savana|70gr/m2|,Papelaria,1
PAPEL,Embalagem,1
PAPEL,Papelaria,1
PAPEL A4,Embalagem,1
PAPEL A4,Papelaria,3
PAPEL A4 CINZA CLARO C/ 500FLS - Cor: COR UNICA PAPEL - MODELO: A4 - COR: CINZA CLARO - QUANTIDADE PCT: 500 FLS - TIPO: RECICLADO,Embalagem,1
PAPEL A4 CINZA CLARO C/ 500FLS - Cor: COR UNICA PAPEL - MODELO: A4 - COR: CINZA CLARO - QUANTIDADE PCT: 500 FLS - TIPO: RECICLADO,Papelaria,1
PAPEL A4 CINZA CLARO C/ 500FLS PAPEL - MODELO: A4 - COR: CINZA CLARO - QUANTIDADE PCT: 500 FLS - TIPO: RECICLADO,Embalagem,1
PAPEL A4 CINZA CLARO C/ 500FLS PAPEL - MODELO: A4 - COR: CINZA CLARO - QUANTIDADE PCT: 500 FLS - TIPO: RECICLADO,Papelaria,1
PAPEL A4 GLOSSY,Embalagem,1
PAPEL A4 GLOSSY,Papelaria,1
PAPEL AUTO-ADESIVO COR BRANCO BRILHO RECORTE,Embalagem,1
PAPEL AUTO-ADESIVO COR BRANCO BRILHO RECORTE,Papelaria,1
PAPEL BR VX 180X60X200 X3P SUBLIM - Cor: COR UNICA PAPEL - MEDIDA DO MATERIAL: 180M - GRAMATURA: 60 GRAMAS - MINIMO DE COMPRA: 3 UN - METROS POR ROLO: 200M,Embalagem,1
PAPEL BR VX 180X60X200 X3P SUBLIM - Cor: COR UNICA PAPEL - MEDIDA DO MATERIAL: 180M - GRAMATURA: 60 GRAMAS - MINIMO DE COMPRA: 3 UN - METROS POR ROLO: 200M,Papelaria,1
PAPEL CANSON,Embalagem,1
PAPEL CANSON,Papelaria,1
PAPEL CARTAO PASTA (OUATE) DE CELULOSE E MANTAS DE FIBRAS DE CELULOSE EM TIRAS,Embalagem,1
PAPEL CARTAO PASTA (OUATE) DE CELULOSE E MANTAS DE FIBRAS DE CELULOSE EM TIRAS,Papelaria,1
PAPEL CARTAO PASTA (OUATE) DE CELULOSE EM TIRAS OU ROLOS DE LARGURA 15CM,Embalagem,1
PAPEL CARTAO PASTA (OUATE) DE CELULOSE EM TIRAS OU ROLOS DE LARGURA 15CM,Papelaria,1
PAPEL CONTACT,Embalagem,1
PAPEL CONTACT,Papelaria,1
PAPEL CREPADO SATURADO COM ADESIVO A BASE DE BORRACHA NATURAL E RESINAS SEM IMPRESSAO USO EM BOBINADOS ELETRICOS 155ºC 600V FORNECIDO EM ROLO DE 38mm(L) x 50m(C). SIMILAR REFERENCIA APK 770 da ALPACK DO BRASIL.,Embalagem,1
PAPEL CREPADO SATURADO COM ADESIVO A BASE DE BORRACHA NATURAL E RESINAS SEM IMPRESSAO USO EM BOBINADOS ELETRICOS 155ºC 600V FORNECIDO EM ROLO DE 38mm(L) x 50m(C). SIMILAR REFERENCIA APK 770 da ALPACK DO BRASIL.,Papelaria,1
PAPEL FOTO BRILHANTE 230G A-4 C/20FLS BR,Embalagem,1
PAPEL FOTO BRILHANTE 230G A-4 C/20FLS BR,Papelaria,1
PAPEL FOTOGRAFICO 260G BRILHO 021X030M,Embalagem,1
PAPEL FOTOGRAFICO 260G BRILHO 021X030M,Papelaria,1
PAPEL FOTOGRAFICO 260G BRILHO 080X059M,Embalagem,1
PAPEL FOTOGRAFICO 260G BRILHO 080X059M,Papelaria,1
PAPEL FOTOGRAFICO A4 GLOSSY 230GMASTERPRINT,Embalagem,1
PAPEL FOTOGRAFICO A4 GLOSSY 230GMASTERPRINT,Papelaria,1
PAPEL FOTOGRAFICO ADESIVO,Embalagem,1
PAPEL FOTOGRAFICO ADESIVO,Papelaria,1
PAPEL FOTOGRAFICO HP ZINK AUTOCOLANTE Papel Fotográfico HP Zink Autocolante - 20 Folhas,Embalagem,1
PAPEL FOTOGRAFICO HP ZINK AUTOCOLANTE Papel Fotográfico HP Zink Autocolante - 20 Folhas,Papelaria,1
PAPEL FOTOGRÁFICO,Embalagem,1
PAPEL FOTOGRÁFICO,Papelaria,1
PAPEL GUAMOTOR ESPESSURA 030MM,Embalagem,1
PAPEL GUAMOTOR ESPESSURA 030MM,Papelaria,1
PAPEL IMPREG C/ AGENTE DE LIMPEZA PRATO PRENSA 118 x 186 MT PRODUTO/SERVIÇO: PAPEL IMPREG C/ AGENTE DE LIMPEZA PRATO PRENSA - DIMENSÕES: 118 x 186 MT = 21948M² - UTILIZAÇÃO PADRÃO: PRATO PRENSA BP1-2-3 - DESCRIÇÃO COMPLEMENTAR: ESTOQUE,Embalagem,1
PAPEL IMPREG C/ AGENTE DE LIMPEZA PRATO PRENSA 118 x 186 MT PRODUTO/SERVIÇO: PAPEL IMPREG C/ AGENTE DE LIMPEZA PRATO PRENSA - DIMENSÕES: 118 x 186 MT = 21948M² - UTILIZAÇÃO PADRÃO: PRATO PRENSA BP1-2-3 - DESCRIÇÃO COMPLEMENTAR: ESTOQUE,Papelaria,1
PAPEL JUNTA VELOMOIDE 05MM,Embalagem,1
PAPEL JUNTA VELOMOIDE 05MM,Papelaria,1
PAPEL JUNTA VELOMOIDE 080MM,Embalagem,1
PAPEL JUNTA VELOMOIDE 080MM,Papelaria,1
PAPEL JUNTA VELOMOIDE 16MM,Embalagem,1
PAPEL JUNTA VELOMOIDE 16MM,Papelaria,1
PAPEL KRAFT COM IVC EM BOBINAS - FORNECEDOR: DECORPRINT * * * Manter em estoque mÝnimo 50 kg * * * Material utilizado para confeccao das panelas de concreto - fusao PAPEL KRAFT COM IVC EM BOBINAS,Embalagem,2
PAPEL KRAFT COM IVC EM BOBINAS - FORNECEDOR: DECORPRINT * * * Manter em estoque mÝnimo 50 kg * * * Material utilizado para confeccao das panelas de concreto - fusao PAPEL KRAFT COM IVC EM BOBINAS,Papelaria,2
PAPEL MELAMINICO BRANCO FOSCO 100 MM - PLM 360 (NAO REPOR),Embalagem,1
PAPEL MELAMINICO BRANCO FOSCO 100 MM - PLM 360 (NAO REPOR),Papelaria,1
PAPEL MELAMINICO BRANCO FOSCO 160G/M2-110MM,Embalagem,1
PAPEL MELAMINICO BRANCO FOSCO 160G/M2-110MM,Papelaria,1
PAPEL MELAMINICO BRANCO FOSCO 160G/M2-120MM,Embalagem,1
PAPEL MELAMINICO BRANCO FOSCO 160G/M2-120MM,Papelaria,1
PAPEL MELAMINICO BRANCO FOSCO 160G/M2-130MM,Embalagem,1
PAPEL MELAMINICO BRANCO FOSCO 160G/M2-130MM,Papelaria,1
PAPEL MELAMINICO BRANCO FOSCO 160G/M2-175MM,Embalagem,1
PAPEL MELAMINICO BRANCO FOSCO 160G/M2-175MM,Papelaria,1
PAPEL MELAMINICO BRANCO FOSCO 160G/M2-185MM,Embalagem,1
PAPEL MELAMINICO BRANCO FOSCO 160G/M2-185MM,Papelaria,1
PAPEL MELAMINICO BRANCO FOSCO 160G/M2-195MM,Embalagem,1
PAPEL MELAMINICO BRANCO FOSCO 160G/M2-195MM,Papelaria,1
PAPEL MELAMINICO BRANCO FOSCO 160G/M2-200MM,Embalagem,1
PAPEL MELAMINICO BRANCO FOSCO 160G/M2-200MM,Papelaria,1
PAPEL MELAMINICO BRANCO FOSCO 160G/M2-205MM,Embalagem,1
PAPEL MELAMINICO BRANCO FOSCO 160G/M2-205MM,Papelaria,1
PAPEL MELAMINICO BRANCO FOSCO 160G/M2-210MM,Embalagem,1
PAPEL MELAMINICO BRANCO FOSCO 160G/M2-210MM,Papelaria,1
PAPEL MELAMINICO BRANCO FOSCO 160G/M2-220MM,Embalagem,1
PAPEL MELAMINICO BRANCO FOSCO 160G/M2-220MM,Papelaria,1
PAPEL MELAMINICO BRANCO FOSCO 160G/M2-225MM,Embalagem,1
PAPEL MELAMINICO BRANCO FOSCO 160G/M2-225MM,Papelaria,1
PAPEL MELAMINICO BRANCO FOSCO 160G/M2-234MM,Embalagem,1
PAPEL MELAMINICO BRANCO FOSCO 160G/M2-234MM,Papelaria,1
PAPEL MELAMINICO BRANCO FOSCO 160G/M2-245MM,Embalagem,1
PAPEL MELAMINICO BRANCO FOSCO 160G/M2-245MM,Papelaria,1
PAPEL MELAMINICO BRANCO FOSCO 160G/M2-80MM,Embalagem,1
PAPEL MELAMINICO BRANCO FOSCO 160G/M2-80MM,Papelaria,1
PAPEL MELAMINICO BRANCO FOSCO 160G/M2-88MM,Embalagem,1
PAPEL MELAMINICO BRANCO FOSCO 160G/M2-88MM,Papelaria,1
PAPEL MELAMINICO BRANCO FOSCO 160G/M2-95MM (NAO REPOR),Embalagem,1
PAPEL MELAMINICO BRANCO FOSCO 160G/M2-95MM (NAO REPOR),Papelaria,1
PAPEL MELAMINICO BRANCO FOSCO 160G/M2-96MM,Embalagem,1
PAPEL MELAMINICO BRANCO FOSCO 160G/M2-96MM,Papelaria,1
PAPEL MELAMINICO BRANCO FOSCO 190 MM - OLM 360,Embalagem,1
PAPEL MELAMINICO BRANCO FOSCO 190 MM - OLM 360,Papelaria,1
PAPEL MELAMINICO BRANCO FOSCO 240 MM - PLM 360,Embalagem,1
PAPEL MELAMINICO BRANCO FOSCO 240 MM - PLM 360,Papelaria,1
PAPEL MELAMINICO PADRAO BRANCO 160 G - 130 MM,Embalagem,1
PAPEL MELAMINICO PADRAO BRANCO 160 G - 130 MM,Papelaria,1
PAPEL MELAMINICO PADRAO BRANCO 160 G - 230 MM,Embalagem,1
PAPEL MELAMINICO PADRAO BRANCO 160 G - 230 MM,Papelaria,1
PAPEL MELAMINICO PADRAO BRANCO 160G - 105 MM,Embalagem,1
PAPEL MELAMINICO PADRAO BRANCO 160G - 105 MM,Papelaria,1
PAPEL MELAMINICO PADRAO BRANCO 160G - 115 MM,Embalagem,1
PAPEL MELAMINICO PADRAO BRANCO 160G - 115 MM,Papelaria,1
PAPEL MELAMINICO PADRAO BRANCO 160G - 140 MM (NAO REPOR),Embalagem,1
PAPEL MELAMINICO PADRAO BRANCO 160G - 140 MM (NAO REPOR),Papelaria,1
PAPEL MELAMINICO PADRAO BRANCO 160G - 205 MM,Embalagem,1
PAPEL MELAMINICO PADRAO BRANCO 160G - 205 MM,Papelaria,1
PAPEL MELAMINICO PADRAO BRANCO 160G - 230 MM,Embalagem,1
PAPEL MELAMINICO PADRAO BRANCO 160G - 230 MM,Papelaria,1
PAPEL MELAMINICO PADRAO BRANCO 160G - 85 MM,Embalagem,1
PAPEL MELAMINICO PADRAO BRANCO 160G - 85 MM,Papelaria,1
PAPEL MELAMINICO PADRAO BRANCO 160G - 95 MM,Embalagem,1
PAPEL MELAMINICO PADRAO BRANCO 160G - 95 MM,Papelaria,1
PAPEL MELAMINICO PADRAO BRANCO 160G 270 MM,Embalagem,1
PAPEL MELAMINICO PADRAO BRANCO 160G 270 MM,Papelaria,1
PAPEL MELAMINICO PADRAO BRANCO 160G 290 MM,Embalagem,1
PAPEL MELAMINICO PADRAO BRANCO 160G 290 MM,Papelaria,1
PAPEL MELAMINICO PADRAO BRANCO 160G-100MM,Embalagem,1
PAPEL MELAMINICO PADRAO BRANCO 160G-100MM,Papelaria,1
PAPEL MELAMINICO PADRAO BRANCO 160G-110MM,Embalagem,1
PAPEL MELAMINICO PADRAO BRANCO 160G-110MM,Papelaria,1
PAPEL MELAMINICO PADRAO BRANCO 160G-125MM,Embalagem,1
PAPEL MELAMINICO PADRAO BRANCO 160G-125MM,Papelaria,1
PAPEL MELAMINICO PADRAO BRANCO 160G-150MM,Embalagem,1
PAPEL MELAMINICO PADRAO BRANCO 160G-150MM,Papelaria,1
PAPEL MELAMINICO PADRAO BRANCO 160G-155MM,Embalagem,1
PAPEL MELAMINICO PADRAO BRANCO 160G-155MM,Papelaria,1
PAPEL MELAMINICO PADRAO BRANCO 160G-170MM,Embalagem,1
PAPEL MELAMINICO PADRAO BRANCO 160G-170MM,Papelaria,1
PAPEL MELAMINICO PADRAO BRANCO 160G-185MM,Embalagem,1
PAPEL MELAMINICO PADRAO BRANCO 160G-185MM,Papelaria,1
PAPEL MELAMINICO PADRAO BRANCO 160G-190MM,Embalagem,1
PAPEL MELAMINICO PADRAO BRANCO 160G-190MM,Papelaria,1
PAPEL MELAMINICO PADRAO BRANCO 160G-200MM,Embalagem,1
PAPEL MELAMINICO PADRAO BRANCO 160G-200MM,Papelaria,1
PAPEL MELAMINICO PADRAO BRANCO 160G-210MM,Embalagem,1
PAPEL MELAMINICO PADRAO BRANCO 160G-210MM,Papelaria,1
PAPEL MELAMINICO PADRAO BRANCO 160G-235MM,Embalagem,1
PAPEL MELAMINICO PADRAO BRANCO 160G-235MM,Papelaria,1
PAPEL MELAMINICO PADRAO BRANCO 160G-245MM,Embalagem,1
PAPEL MELAMINICO PADRAO BRANCO 160G-245MM,Papelaria,1
PAPEL MELAMINICO PADRAO BRANCO 160G-250MM,Embalagem,1
PAPEL MELAMINICO PADRAO BRANCO 160G-250MM,Papelaria,1
PAPEL MELAMINICO PADRAO CURUPIXA 160G - 105 MM,Embalagem,1
PAPEL MELAMINICO PADRAO CURUPIXA 160G - 105 MM,Papelaria,1
PAPEL MELAMINICO PADRAO CURUPIXA 160G - 105 MM (NAO REPOR),Embalagem,1
PAPEL MELAMINICO PADRAO CURUPIXA 160G - 105 MM (NAO REPOR),Papelaria,1
PAPEL MELAMINICO PADRAO CURUPIXA 160G - 125 MM,Embalagem,1
PAPEL MELAMINICO PADRAO CURUPIXA 160G - 125 MM,Papelaria,1
PAPEL MELAMINICO PADRAO CURUPIXA 160G - 150 MM,Embalagem,1
PAPEL MELAMINICO PADRAO CURUPIXA 160G - 150 MM,Papelaria,1
PAPEL MELAMINICO PADRAO CURUPIXA 160G - 190 MM (NAO REPOR),Embalagem,1
PAPEL MELAMINICO PADRAO CURUPIXA 160G - 190 MM (NAO REPOR),Papelaria,1
PAPEL MELAMINICO PADRAO CURUPIXA 160G - 210 MM (NAO REPOR),Embalagem,1
PAPEL MELAMINICO PADRAO CURUPIXA 160G - 210 MM (NAO REPOR),Papelaria,1
PAPEL MELAMINICO PADRAO CURUPIXA 160G - 85 MM,Embalagem,1
PAPEL MELAMINICO PADRAO CURUPIXA 160G - 85 MM,Papelaria,1
PAPEL MELAMINICO PADRAO CURUPIXA 160G-170MM,Embalagem,1
PAPEL MELAMINICO PADRAO CURUPIXA 160G-170MM,Papelaria,1
PAPEL MELAMINICO PADRAO CURUPIXA 160G-180MM,Embalagem,1
PAPEL MELAMINICO PADRAO CURUPIXA 160G-180MM,Papelaria,1
PAPEL MELAMINICO PADRAO CURUPIXA 160G-90MM (NAO REPOR),Embalagem,1
PAPEL MELAMINICO PADRAO CURUPIXA 160G-90MM (NAO REPOR),Papelaria,1
PAPEL MELAMINICO PADRAO FREIJO ESCURO 160G 105 MM (FSC-MIX-C119900,Embalagem,1
PAPEL MELAMINICO PADRAO FREIJO ESCURO 160G 105 MM (FSC-MIX-C119900,Papelaria,1
PAPEL MELAMINICO PADRAO FREIJO ESCURO 160G 115 MM (FSC-MIX-C119900,Embalagem,1
PAPEL MELAMINICO PADRAO FREIJO ESCURO 160G 115 MM (FSC-MIX-C119900,Papelaria,1
PAPEL MELAMINICO PADRAO FREIJO ESCURO 160G 125 MM (FSC-MIX-C119900,Embalagem,1
PAPEL MELAMINICO PADRAO FREIJO ESCURO 160G 125 MM (FSC-MIX-C119900,Papelaria,1
PAPEL MELAMINICO PADRAO FREIJO ESCURO 160G 130 MM (FSC-MIX-C119900,Embalagem,1
PAPEL MELAMINICO PADRAO FREIJO ESCURO 160G 130 MM (FSC-MIX-C119900,Papelaria,1
PAPEL MELAMINICO PADRAO FREIJO ESCURO 160G 150 MM (FSC-MIX-C119900,Embalagem,1
PAPEL MELAMINICO PADRAO FREIJO ESCURO 160G 150 MM (FSC-MIX-C119900,Papelaria,1
PAPEL MELAMINICO PADRAO FREIJO ESCURO 160G 170 MM (FSC-MIX-C119900,Embalagem,1
PAPEL MELAMINICO PADRAO FREIJO ESCURO 160G 170 MM (FSC-MIX-C119900,Papelaria,1
PAPEL MELAMINICO PADRAO FREIJO ESCURO 160G 190 MM (FSC-MIX-C119900,Embalagem,1
